x,y,z,pitch,yaw,roll,state,trigger,type
-0.1329905,1.48108,-0.3315908,12.18968,72.62445,2.82998,0,0,Grayscale
-0.1326617,1.481062,-0.3321932,12.24023,77.65312,3.629088,0,0,Grayscale
-0.1326128,1.479694,-0.3339758,11.99457,83.30997,4.367743,0,0,Grayscale
-0.1333214,1.482035,-0.3382045,9.695107,90.24673,4.93326,0,0,Grayscale
-0.1355432,1.481807,-0.3428343,8.789259,97.24429,5.417197,0,0,Grayscale
-0.1383118,1.479489,-0.346142,8.671941,103.3509,5.798662,0,0,Grayscale
-0.1406578,1.481375,-0.3481356,7.231674,107.8437,5.982793,0,0,Grayscale
-0.1414849,1.484703,-0.351936,5.603646,111.9417,5.610736,0,0,Grayscale
-0.1391357,1.489015,-0.3588532,4.592895,116.1805,4.507609,0,0,Grayscale
-0.1323652,1.493406,-0.3688347,3.485045,119.4159,3.407284,0,0,Grayscale
-0.1231818,1.492298,-0.3825254,3.21086,122.2365,2.931957,0,0,Grayscale
-0.1156073,1.487945,-0.3975926,3.811956,124.2747,4.105537,0,0,Grayscale
-0.1092348,1.488605,-0.4107701,1.644775,124.963,3.247179,0,0,Grayscale
-0.1043143,1.49413,-0.4185216,-0.3317566,126.348,2.316536,0,0,Grayscale
-0.1008625,1.502929,-0.418144,-2.276489,127.7171,2.647037,0,0,Grayscale
-0.1006994,1.505838,-0.4101444,-3.674286,128.8223,2.250075,0,0,Grayscale
-0.103498,1.508981,-0.3963282,-1.928436,130.3425,1.182418,0,0,Grayscale
-0.1084895,1.504502,-0.3791679,-0.3693542,129.7278,1.732732,0,0,Grayscale
-0.1166497,1.490396,-0.3635753,2.199942,129.1264,2.413528,0,0,Grayscale
-0.1243629,1.477393,-0.3522949,5.709336,128.9523,2.708136,0,0,Grayscale
-0.1342333,1.470034,-0.3405322,9.408817,128.8186,4.126638,0,0,Grayscale
-0.1428368,1.46887,-0.3324818,10.52227,128.2868,4.575956,0,0,Grayscale
-0.1513095,1.466237,-0.3266097,11.02319,128.4651,4.626937,0,0,Grayscale
-0.1589442,1.463853,-0.3230675,11.7072,129.3669,5.028148,0,0,Grayscale
-0.1652357,1.462124,-0.3218305,12.60935,130.594,4.892835,0,0,Grayscale
-0.1717798,1.460076,-0.3207879,13.62613,131.9335,4.296397,0,0,Grayscale
-0.1774931,1.458891,-0.3187938,14.12869,132.8948,4.301974,0,0,Grayscale
-0.1821126,1.458867,-0.3162335,14.23718,132.9443,4.473148,0,0,Grayscale
-0.1859283,1.459431,-0.3138272,13.89525,132.4695,3.858116,0,0,Grayscale
-0.1900893,1.458525,-0.3115534,14.28271,132.6834,3.479467,0,0,Grayscale
-0.193373,1.457986,-0.3094206,14.43665,133.1063,3.149736,0,0,Grayscale
-0.1966643,1.457247,-0.3056654,14.79939,133.4199,2.67028,0,0,Grayscale
-0.1981619,1.457038,-0.3016898,14.60234,133.5375,2.412067,0,0,Grayscale
