Height, Angle, State, IsTriggered, Intervention
1.495383,9.779666,1,1,Icon
1.494508,9.968221,1,1,Icon
1.494794,9.842949,1,1,Icon
1.494571,9.933531,1,1,Icon
1.494911,9.785548,1,1,Icon
1.493156,10.61186,1,1,Icon
1.486433,13.86821,1,1,Icon
1.480704,16.93187,1,1,Icon
1.479616,16.89646,1,1,Icon
1.478833,17.20068,1,1,Icon
1.476864,17.74656,1,1,Icon
1.475026,18.09302,1,1,Icon
1.473072,18.634,1,1,Icon
1.473662,18.60169,1,1,Icon
1.477058,17.67947,1,1,Icon
1.481804,16.13159,1,1,Icon
1.485766,14.84984,1,1,Icon
1.489417,14.11784,1,1,Icon
1.493434,12.91342,1,1,Icon
1.493879,12.81039,1,1,Icon
1.490844,13.52463,1,1,Icon
1.48697,14.73564,1,1,Icon
1.484202,15.38394,1,1,Icon
1.481109,15.9238,1,1,Icon
1.479895,16.17891,1,1,Icon
1.48166,15.70491,1,1,Icon
1.48597,14.75208,1,1,Icon
1.491745,13.45887,1,1,Icon
1.496086,12.26165,1,1,Icon
1.496864,12.1973,1,1,Icon
1.49623,12.43762,1,1,Icon
1.493579,13.02367,1,1,Icon
1.490545,13.7792,1,1,Icon
1.488865,14.48247,1,1,Icon
1.489647,14.32771,1,1,Icon
1.491074,14.12642,1,1,Icon
1.494774,13.21211,1,1,Icon
1.503491,12.38513,1,1,Icon
1.515293,9.46207,1,1,Icon
1.522608,7.8251,1,1,Icon
1.526614,6.393993,1,1,Icon
1.520823,8.121175,1,1,Icon
1.526616,7.679151,1,1,Icon
1.532857,5.700366,1,1,Icon
1.534727,4.543458,1,1,Icon
1.527835,6.009874,1,1,Icon
1.520258,9.43737,1,1,Icon
1.516065,10.44264,1,1,Icon
1.509442,12.13625,1,1,Icon
1.502878,16.30161,1,1,Icon
1.511247,14.45987,1,1,Icon
1.516261,12.64642,1,1,Icon
1.518366,13.77686,0,0,Icon
1.5249,11.25853,0,0,Icon
1.538207,10.29948,0,0,Icon
1.535854,9.906877,0,0,Icon
1.510501,12.92329,0,0,Icon
1.503424,15.91572,0,0,Icon
1.522947,12.65807,0,0,Icon
1.533384,8.896208,0,0,Icon
1.543122,7.976568,0,0,Icon
1.547547,7.477737,0,0,Icon
1.533149,7.892087,0,0,Icon
1.502664,11.90541,0,0,Icon
1.49902,12.74524,0,0,Icon
1.498748,19.71857,0,0,Icon
1.50236,17.69069,0,0,Icon
1.50687,18.8345,0,0,Icon
1.533657,9.371928,0,0,Icon
1.561512,-2.031494,0,0,Icon
1.578178,-8.557007,0,0,Icon
1.581595,-12.27515,0,0,Icon
1.580216,-8.221832,0,0,Icon
1.587886,-14.69659,0,0,Icon
1.594027,-19.88052,0,0,Icon
1.588344,-14.4285,0,0,Icon
1.580208,-14.59314,0,0,Icon
1.586476,-15.03906,0,0,Icon
1.589118,-17.91776,0,0,Icon
1.588413,-16.8782,0,0,Icon
1.587242,-16.04901,0,0,Icon
1.583812,-14.89087,0,0,Icon
1.582669,-14.21686,0,0,Icon
1.578741,-12.03055,0,0,Icon
1.573485,-10.98557,0,0,Icon
1.575499,-10.38254,0,0,Icon
1.578909,-12.63989,0,0,Icon
1.560831,-10.70126,0,0,Icon
1.52789,-0.6192932,0,0,Icon
1.536268,1.349519,0,0,Icon
1.537074,1.160434,0,0,Icon
1.528066,2.565017,0,0,Icon
1.535184,1.344542,0,0,Icon
1.533758,1.089608,0,0,Icon
1.529588,1.896778,0,0,Icon
1.52393,3.795718,0,0,Icon
1.520753,4.173996,0,0,Icon
1.527396,3.069918,0,0,Icon
1.527956,2.638989,0,0,Icon
1.526583,3.199598,0,0,Icon
1.513734,11.41605,0,0,Icon
1.518427,8.828932,0,0,Icon
1.520961,7.51331,0,0,Icon
1.52133,7.606726,0,0,Icon
1.519707,8.337505,0,0,Icon
1.519225,8.669549,0,0,Icon
1.52039,8.220986,0,0,Icon
1.519988,8.508204,0,0,Icon
1.51801,9.523014,0,0,Icon
1.516407,10.23916,0,0,Icon
1.509538,14.12746,0,0,Icon
1.506718,16.39042,0,0,Icon
1.511909,13.03583,0,0,Icon
1.512914,12.43079,0,0,Icon
1.510658,13.54753,0,0,Icon
1.510203,13.81712,1,1,Icon
1.510457,13.7992,1,1,Icon
1.510369,14.23252,1,1,Icon
1.510991,13.95802,1,1,Icon
1.512576,12.78087,1,1,Icon
1.506348,15.24607,1,1,Icon
