x,y,z,pitch,yaw,roll,state,trigger,type
-0.03530777,1.651321,0.1928913,-2.706879,-4.568115,-2.449158,1,0,Base
-0.03027419,1.657285,0.1783471,-3.528625,-16.41516,-2.00296,1,0,Base
-0.01342085,1.651102,0.1593101,-3.730103,-26.94894,0.08123557,1,0,Base
0.007551412,1.661382,0.1439995,-2.638275,-36.09229,-1.237976,1,0,Base
0.02085206,1.668657,0.1294642,-4.28183,-42.30637,-2.727356,1,0,Base
0.02300673,1.667015,0.1091792,-3.416718,-49.86481,-2.353577,1,0,Base
0.02104993,1.665496,0.08586646,-3.854645,-57.21542,-3.080139,1,0,Base
0.01791005,1.66704,0.06841934,-4.48761,-60.35544,-3.727234,1,0,Base
0.0107188,1.672492,0.0589736,-6.234406,-61.23871,-4.545563,1,0,Base
0.007265575,1.67288,0.05654022,-6.546844,-59.56006,-4.041351,1,0,Base
0.01393483,1.669417,0.06784377,-4.148895,-56.29562,-2.071411,1,0,Base
0.03782836,1.666377,0.09374081,-2.789337,-46.12842,-2.659729,1,0,Base
0.07705115,1.672054,0.1234775,-1.895447,-31.577,-0.05950928,1,0,Base
0.1229106,1.672166,0.1459585,-4.335114,-15.57596,-1.968689,1,0,Base
0.1663374,1.669258,0.1580118,-3.248138,2.8477,-1.087677,1,0,Base
0.1902243,1.673888,0.156691,-3.651093,13.98714,-0.2006531,1,0,Base
0.1983652,1.676775,0.1545545,-4.403687,20.19121,-2.663208,1,0,Base
0.1946244,1.677715,0.1517027,-4.72113,28.88481,-3.680817,1,0,Base
0.1813351,1.672183,0.1475282,-3.32962,39.65509,-3.609039,1,0,Base
0.1679636,1.67538,0.1442837,-2.223083,52.79073,-3.056152,1,0,Base
0.14673,1.674514,0.1396459,-2.320953,65.06206,-1.451324,1,0,Base
0.1267791,1.672684,0.1242342,-1.344666,80.30401,-1.45636,1,0,Base
0.1065446,1.674324,0.1003539,-1.719269,90.97285,-0.2550964,1,0,Base
0.0849624,1.671512,0.06918444,-2.124878,100.1613,-1.102386,1,0,Base
0.06928763,1.666471,0.04246968,-3.44696,107.398,-0.9404297,1,0,Base
0.06166252,1.668123,0.01776958,-4.626984,115.6069,-0.5871277,1,0,Base
0.05347086,1.665187,-0.002050672,-3.942566,127.6081,0.0559146,1,0,Base
0.04385146,1.667379,-0.01393941,-3.197632,143.0007,-2.120575,1,0,Base
0.02725429,1.655695,-0.009192703,-2.807007,161.6151,-2.764923,1,0,Base
0.01181427,1.657329,0.01142795,-0.03884888,-178.9634,-2.947388,0,0,Base
-0.01041947,1.658274,0.03773925,-2.438873,-161.2437,-1.592438,0,0,Base
-0.04059291,1.658234,0.06637358,-1.477539,-144.8679,0.2122562,0,0,Base
-0.07175367,1.656727,0.09731416,-2.160248,-130.8184,0.0510569,0,0,Base
-0.09575382,1.653519,0.1186647,-3.126556,-123.4488,-0.2149658,0,0,Base
-0.1120775,1.655035,0.1250165,-4.070984,-121.8861,-2.052704,0,0,Base
-0.1218776,1.662774,0.130994,-3.463135,-119.7492,-0.6964111,0,0,Base
-0.1211961,1.675435,0.1353676,-5.786804,-118.3966,-1.702576,0,0,Base
-0.1125303,1.673278,0.1337253,-5.441223,-118.1367,-2.308167,0,0,Base
-0.1012603,1.677667,0.1275335,-5.313934,-119.2482,-1.879974,0,0,Base
-0.08713914,1.675501,0.1133071,-4.902588,-127.1035,-1.507996,0,0,Base
-0.06303868,1.67327,0.0912965,-4.145264,-144.4798,-0.9575195,0,0,Base
-0.03173626,1.672382,0.07302944,-4.414215,-167.6765,-1.278717,0,0,Base
-0.004004959,1.669228,0.06536197,-3.90741,167.8605,-0.7420349,0,0,Base
0.01439112,1.666998,0.07116528,-3.83786,141.6154,-1.1409,0,0,Base
0.01339087,1.670767,0.07732049,-3.50177,119.8459,-0.2198181,0,0,Base
0.007976674,1.675048,0.07565352,-4.7052,105.2328,0.402271,0,0,Base
0.004038945,1.678111,0.06738463,-5.276917,95.82418,-2.278412,0,0,Base
0.003036563,1.677098,0.06091243,-4.642365,95.90542,-3.817841,0,0,Base
0.005467842,1.6761,0.06468132,-5.878082,94.56792,-4.285706,0,0,Base
0.01431109,1.679376,0.08056045,-5.985809,90.9593,-5.309906,0,0,Base
0.02506077,1.676261,0.1062517,-6.633911,84.16042,-3.878815,0,0,Base
0.03069776,1.670738,0.1330085,-5.830139,73.24534,-2.322937,0,0,Base
0.03047634,1.672052,0.1513029,-4.465637,58.08583,-1.646484,0,0,Base
0.02611291,1.672481,0.1556218,-5.022827,45.26151,-1.965515,0,0,Base
0.01840241,1.665717,0.1506109,-4.64212,25.30934,-0.2428894,0,0,Base
0.01900443,1.662952,0.1374734,-2.021973,11.61331,0.04594089,0,0,Base
0.03161842,1.666047,0.1131091,0.1771427,2.025728,-1.5672,0,0,Base
